Address,VAT_Status,Property_Description,condition on Property_Description,Size_Description,Price_Euro,Sale_Date,Year,Town
"15 White Oaks Court, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,255000,06-Dec-19,2019,Newbridge
"62 Old Connell Weir, Newbride",No,Second-Hand Dwelling house /Apartment,1,,260000,04-Apr-11,2011,Newbridge
"ROSEBURY, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,175000,31-Jul-17,2017,Newbridge
"49 BEECHMOUNT GREEN RD, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,245000,31-Jul-17,2017,Newbridge
"48 CAPELLA COURT, LANGTONS CROSS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,174000,14-Aug-18,2018,Newbridge
"80 BARRETTSTOWN LAWNS, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,235000,15-Jun-20,2020,Newbridge
"15 White Oaks Green, White oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,268000,06-Dec-19,2019,Newbridge
"16 White Oaks Court, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,255000,06-Dec-19,2019,Newbridge
"17 White Oaks Green, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,262500,06-Dec-19,2019,Newbridge
"40 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,130000,10-Feb-20,2020,Newbridge
"112 MORRISTOWN EST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,176000,28-Jul-17,2017,Newbridge
"8 CAPELLA COURT, LANGTON CROSS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,142500,21-Dec-16,2016,Newbridge
"9 Walshestown Meadows, Walshestown, Newbridge",Yes,New Dwelling house /Apartment,0,,430894,05-Nov-19,2019,Newbridge
"1954 ST DOMINICS PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,27-Jul-17,2017,Newbridge
"13 POWERSCOURT, EYRE ST, NEWBRIDGW",No,Second-Hand Dwelling house /Apartment,1,,165000,22-Dec-20,2020,Newbridge
"16 THE VILLAGE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,320000,07-Feb-20,2020,Newbridge
"61 ROSEBERRY HILL, RICKARDSTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,258000,01-Aug-18,2018,Newbridge
"3 KILBEELIN VIEW, ATHGARVIN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,200000,07-Oct-19,2019,Newbridge
"41 MOORE PARK, GREEN ROAD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,396000,24-Oct-16,2016,Newbridge
"18 KILBELIN AVE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,55000,21-Dec-16,2016,Newbridge
"8 SEVEN SPRINGS, STANDHOUSE RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,360000,04-Feb-20,2020,Newbridge
"244 ROSEBERRY HILL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,228500,27-Jul-18,2018,Newbridge
"24 CONNELL DR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,220000,03-Apr-19,2019,Newbridge
"4 RYSTON GATE, ATHGARVAN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,210000,05-Apr-19,2019,Newbridge
"2 White Oaks Green, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,262500,06-Dec-19,2019,Newbridge
"47 Barrettstown Meadows, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,341409.69,02-Jun-16,2016,Newbridge
"13 AILESBURY PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,256000,25-Jul-17,2017,Newbridge
"3 OLD CONNELL GATE, NAAS ROAD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,260000,25-Jul-18,2018,Newbridge
"SERENITY, 37 KILBELIN ABBEY, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,360000,18-Nov-20,2020,Newbridge
"9 SARSFIELD DR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,325000,21-Jul-17,2017,Newbridge
"ST ANTHONYS, APT 10 WESTON, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,190000,05-Apr-19,2019,Newbridge
"66 BARRETTSTOWN LAWNS, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,16-Sep-19,2019,Newbridge
"31 THE AVE, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,265000,21-Jul-16,2016,Newbridge
"LABERNUM LODGE HOUSE 1, MOOREFIELD ROAD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,200000,17-Jun-20,2020,Newbridge
"5 WATERCRESS MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,215000,07-Dec-17,2017,Newbridge
"31 WELLESLEY MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,315000,23-Jul-18,2018,Newbridge
"2 ROBERT ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,165000,31-Jan-20,2020,Newbridge
"9 THE COURT, WALSHESTOWN PARK, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,432500,20-Jul-18,2018,Newbridge
"9 THE CLOSE, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,317000,07-Dec-17,2017,Newbridge
"THE COURT, NEWBRIDGE, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,16-Nov-20,2020,Newbridge
"APARTMENTs 2  3 and 4, MORRISTOWNBILLAR, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,270000,20-Jul-17,2017,Newbridge
"ROSEBERRY 1, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,475000,21-Mar-17,2017,Newbridge
"3 Whit Oaks Green, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,268000,06-Dec-19,2019,Newbridge
"53 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,259500,08-Apr-19,2019,Newbridge
"900 THE CRESENT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,16-Sep-16,2016,Newbridge
"1 ROBERT ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,170000,31-Jan-20,2020,Newbridge
"8 ROSCONNELL ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,177500,18-Jul-18,2018,Newbridge
"61 BELMONT GREEN, WALSHESTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,350000,13-Nov-20,2020,Newbridge
"32 WALSHESTOWN ABBEY, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,440000,18-Jul-18,2018,Newbridge
"1 ST CONLETHS AVENUE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,210084.74,11-Apr-19,2019,Newbridge
"93 RATHCURRAGH, GREEN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,219000,17-Jul-17,2017,Newbridge
"18 COLLEGE FARM HEIGHTS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,199950,28-Jan-20,2020,Newbridge
"20 RYSTON VIEW, ATHGARVAN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,221500,17-Jul-17,2017,Newbridge
"46 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,234000,19-Jun-20,2020,Newbridge
"255 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,186741.99,11-Apr-19,2019,Newbridge
"52 BALLYMANY MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,246000,08-Dec-17,2017,Newbridge
"62 ALLENVIEW HEIGHTS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,186805,19-Jun-20,2020,Newbridge
"ST THERESA'S, LADYTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,525000,11-Aug-16,2016,Newbridge
"1581 PAIRC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,210000,12-Apr-19,2019,Newbridge
"4 White Oaks Court, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,262500,06-Dec-19,2019,Newbridge
"CHAPEL LANE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,170000,15-Jun-16,2016,Newbridge
"75 RATHCURRAGH, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,228000,11-Jul-18,2018,Newbridge
"33 COLLEGE FARM WOODS, COLLEGE FARM, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,140000,27-Jan-20,2020,Newbridge
"33 AYLESBURY PARK, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,244000,13-Jul-17,2017,Newbridge
"10 COLLEGE FARM COURT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,253000,09-Nov-20,2020,Newbridge
"35 OLD CONNELL WEIR, ROSEBERRY, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,295000,16-Dec-16,2016,Newbridge
"16 WALSHESTOWN ABBEY, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,510000,06-Jul-18,2018,Newbridge
"BIRCH HOUSE, HAWKFIELD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,360000,05-Nov-20,2020,Newbridge
"32 BALLYMANY MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,206000,16-Dec-16,2016,Newbridge
"29 MILLFIELD MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,160000,24-Mar-17,2017,Newbridge
"4 White Oaks Green, White oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,268000,06-Dec-19,2019,Newbridge
"265 MOORFIELD PK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,210000,16-Apr-19,2019,Newbridge
"2125 HIGHFIELD ESTATE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,160000,05-Nov-20,2020,Newbridge
"35 RAMBLERS COURT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,121000,04-Jul-18,2018,Newbridge
"AVONMORE, MORRISTOWN BILLAR, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,342500,19-Jul-16,2016,Newbridge
"14 RIVERSIDE GROVE, KILBELIN, ATHGARVAN RD NEWBRIDGE KILD",No,Second-Hand Dwelling house /Apartment,1,,307000,22-Aug-19,2019,Newbridge
"APT 2 BLOCK 3, COLLEGE FARM RISE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,170000,29-Jun-18,2018,Newbridge
"2148 HIGHFIELD EST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,190000,18-Apr-19,2019,Newbridge
"JETTY VIEW, ROSEBERRY, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,235000,24-Mar-17,2017,Newbridge
"5 White Oaks Green, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,262500,06-Dec-19,2019,Newbridge
"17 EYRE ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,140000,14-Dec-17,2017,Newbridge
"1 ROWAN TERRACE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,160000,05-Nov-20,2020,Newbridge
"9 COLLEGE GATE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,170000,29-Jun-18,2018,Newbridge
"1723 PAIRC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,16-Dec-16,2016,Newbridge
"Unit 203 Morristown Wood, Station Road, Newbridge",Yes,New Dwelling house /Apartment,0,,277000,22-Jan-20,2020,Newbridge
"819 PIERCETOWN, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,260000,28-Jun-18,2018,Newbridge
"5 RYSTON CLOSE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,605000,24-Apr-19,2019,Newbridge
"6 White Oaks Green, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,270000,06-Dec-19,2019,Newbridge
"15 RAMBLERS COURT, FRANCIS ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,100000,26-Apr-19,2019,Newbridge
"3 LANGTON PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,200000,14-Sep-16,2016,Newbridge
"28 Crotanstown Grange, Green Road, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,304000,28-Jun-18,2018,Newbridge
"13 STANDHOUSE ROAD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,317000,02-Nov-20,2020,Newbridge
"2 LIFFEY VIEW, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,50000,28-Jun-18,2018,Newbridge
"17 KILBELIN DR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,331000,26-Apr-19,2019,Newbridge
"5 COLLEGE GATE, COLLEGE FARM, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,178000,26-Apr-19,2019,Newbridge
"7 White Oaks Court, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,244500,06-Dec-19,2019,Newbridge
"90 MOOREFIELD PARK, NEWBRIDGE, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,185000,26-Apr-19,2019,Newbridge
"60 KILBELIN ABBEY, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,404000,29-Oct-20,2020,Newbridge
"22 COLLEGE FARM GLEN, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,255000,04-Jul-17,2017,Newbridge
"18 THE ROAD, WALSHTOWN PARK, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,285000,22-Jun-18,2018,Newbridge
"25 THE HALL, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,325000,28-Oct-20,2020,Newbridge
"10 THE ROAD, WALSHESTOWN PARK, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,405000,22-Jun-18,2018,Newbridge
"12 Millers Weir, Athgarvan, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 125 sq metres,563896,28-Oct-16,2016,Newbridge
"1 THE VILLA, ST JOSEPHS AVE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,700000,21-Dec-20,2020,Newbridge
"8 LIFFEY VIEW, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,200000,30-Jun-17,2017,Newbridge
"20 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,242000,08-Oct-19,2019,Newbridge
"1737 PAIRC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,223000,15-Dec-17,2017,Newbridge
"3 FRANCIS COURT, EYRE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,190000,14-Dec-16,2016,Newbridge
"8 THE LAWN WALSHESTOWN PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,352000,13-Jan-20,2020,Newbridge
"12 BELMONT GREEN, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,340000,30-Jun-17,2017,Newbridge
"5 THE CLOSE, COLLEGE FARM, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,263000,29-Apr-19,2019,Newbridge
"BLOCK F APT 7, THE HAWTHORNS MILLFIELD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,165000,10-Jan-20,2020,Newbridge
"ATHGARVAN RD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,322500,12-Jun-18,2018,Newbridge
"257 ROSEBERRY HILL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,305000,15-Dec-17,2017,Newbridge
"8 White oaks Court, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,244500,06-Dec-19,2019,Newbridge
"49 THE PARK, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,200000,12-Aug-16,2016,Newbridge
"124 THE OAKS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,205000,28-Jun-17,2017,Newbridge
"86 Kilbelin Abbey, Athgarvan Road, Newbridge",Yes,New Dwelling house /Apartment,0,,348237.88,21-Oct-20,2020,Newbridge
"228 THE OAKS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,255000,27-Jun-17,2017,Newbridge
"24 WATERCRESS MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,245000,01-May-19,2019,Newbridge
"8 White Oaks Green, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,262500,06-Dec-19,2019,Newbridge
"38 ROSEBERRY HILL, RICKARDSTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,329000,01-May-19,2019,Newbridge
"ATHGARVEN RD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,137500,01-Jun-18,2018,Newbridge
"9 POWER'S COURT, EYRE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,90000,11-Sep-19,2019,Newbridge
"5 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,183000,01-Jun-18,2018,Newbridge
"128 BEECHWOOD AVE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,205000,26-Jun-20,2020,Newbridge
"88 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,244000,30-Mar-17,2017,Newbridge
"UNIT 1A, DAWSON COURT, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,44000,02-Jun-16,2016,Newbridge
"30 BALLYMANY PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,275000,26-Jun-20,2020,Newbridge
"BIRCH GROVE, CLOWNINGS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,537240,15-Dec-17,2017,Newbridge
"1 FRANCIS COURT, EYRE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,67250,19-Oct-20,2020,Newbridge
"31 Crotanstown Grange, Green Road, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,255507,22-Jun-17,2017,Newbridge
"22 KILBELIN CLOSE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,357500,28-May-18,2018,Newbridge
"9 KILBELIN VIEW, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,196000,16-Oct-20,2020,Newbridge
"34 BARRETSTOWN MEADOWS, NEWBRIDGE",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,281938,21-Jun-17,2017,Newbridge
"21 WHITETHORN, ATHGARVAN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,425000,16-Oct-20,2020,Newbridge
"22A BALLYMANY PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,165000,08-Dec-16,2016,Newbridge
"4 Walshestown Meadows, Athgarvan Road, Newbridge",Yes,New Dwelling house /Apartment,0,,409692,02-May-19,2019,Newbridge
"43 ROSCONNELL ROAD, NEWBRIDGE, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,105000,21-May-18,2018,Newbridge
"1618 PAIRC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,205000,16-Oct-20,2020,Newbridge
"246 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,17-May-18,2018,Newbridge
"9 White oaks Green, White Oaks, Newbridge",Yes,New Dwelling house /Apartment,0,,262500,06-Dec-19,2019,Newbridge
"16 WESTON, MOOREFIELD RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,127500,03-May-19,2019,Newbridge
"1933 ST DOMINICS PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,200000,02-Aug-19,2019,Newbridge
"HOARES BRIDGE HOUSE, LEWISTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,271000,14-Jun-17,2017,Newbridge
"20 POWERSCOURT, EYRE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,108500,31-Mar-17,2017,Newbridge
"267 ROSEBERRY HILL, SEXTONS LANE RICKHARDSTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,260000,11-May-18,2018,Newbridge
"45 RATHCURRAGH, GREEN ROAD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,200000,14-Oct-20,2020,Newbridge
"1 Morristown Avenue, The Paddocks, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,315000,09-May-18,2018,Newbridge
"16 STANDHOUSE RD, MOOREFIELD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,316500,07-May-19,2019,Newbridge
"3 THE GROVE, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,290000,02-Jul-20,2020,Newbridge
"203 ROSEBERRY HILL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,272500,07-May-19,2019,Newbridge
"9 AILESBURY PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,265000,04-May-18,2018,Newbridge
"45 OLD CONNELL WEIR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,270000,09-May-19,2019,Newbridge
"ROSEBERRY, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,482500,08-Jun-17,2017,Newbridge
"11 Morristown Avenue, Station Road, Newbridge",Yes,New Dwelling house /Apartment,0,,281938.33,12-Oct-20,2020,Newbridge
"45 CAPPELLA COURT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,134500,02-May-18,2018,Newbridge
"6 LIFFEY TERRACE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,60000,08-Oct-19,2019,Newbridge
"71 MILLFIELD DR, MILLFIELD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,206000,09-May-19,2019,Newbridge
"6 CONNELL DR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,280000,09-Oct-20,2020,Newbridge
"16 OLD ABBEY MANOR, BARODA, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,270000,13-Apr-17,2017,Newbridge
"TARA HOUSE, SCARLETSTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,260000,31-Mar-17,2017,Newbridge
"81 WELLESLEY MANOR, GREAT CONNELL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,340000,28-Oct-16,2016,Newbridge
"OLDTOWN, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,325000,30-Aug-19,2019,Newbridge
"4 GREAT CONNELL ROAD, NEWBRIDGE, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,240000,19-Dec-17,2017,Newbridge
"2 CANNING PLACE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,152000,01-May-18,2018,Newbridge
"47 ROSEBERRY HILL, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,20-Dec-19,2019,Newbridge
"27 CAPELLA COURT, LANGTON CROSS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,169000,30-Apr-18,2018,Newbridge
"3 CURRAGH CLOSE, GREEN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,222000,20-Dec-19,2019,Newbridge
"11 THE MAPLES, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,160000,24-Apr-18,2018,Newbridge
"34 SYCAMORE ROAD, CONNELL DRIVE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,215000,02-Sep-16,2016,Newbridge
"5 ST CONLETHS PK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,150000,23-Oct-19,2019,Newbridge
"64 STANDHOUSE LAWNS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,178000,03-Jun-16,2016,Newbridge
"19 RAYMONDS COURT, ROSEBERRY, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,192000,15-Aug-16,2016,Newbridge
"10 THE GREEN, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,243500,07-Jul-20,2020,Newbridge
"HEATHER LODGE CLOWNINGS, NEWBRIDGE CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,695000,28-Oct-16,2016,Newbridge
"BLOCK 5 APT 1, COLLEGE FARM ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,165000,02-Oct-20,2020,Newbridge
"205 ROSEBERRY HILL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,240000,01-Jun-17,2017,Newbridge
"1942 ST DOMINICS PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,130000,16-Apr-18,2018,Newbridge
"13B Ballymany Park, Newbridge",Yes,New Dwelling house /Apartment,0,,287000,20-Dec-19,2019,Newbridge
"72 THE MEADOWS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,230000,11-Apr-18,2018,Newbridge
"16 THE WALK, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,247500,04-Apr-17,2017,Newbridge
"3 ARTILLERY PL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,114000,15-Aug-16,2016,Newbridge
"29 OLD CONNELL WEIR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,353000,08-Jul-20,2020,Newbridge
"6 COLLEGE GATE APTS, COLLEGE GATE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,135000,04-Apr-17,2017,Newbridge
"33 BALLYMANY MEWS, NEWBRIDGE, COUNTY KILDARE",No,Second-Hand Dwelling house /Apartment,1,,62500,05-Apr-17,2017,Newbridge
"UNIT 1A, DAWSON COURT, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,53500,06-Apr-18,2018,Newbridge
"11 THE ELMS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,290000,01-Oct-20,2020,Newbridge
"154 ROSEBERRY HILL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,225000,30-Nov-16,2016,Newbridge
